time,venue,code,raceno,runnerno,runnername,type,market,bookie,odds,result,BSP,BSP
,,,,,,,,,,,Price Win,Price Place
6/20/2025 13:09,TOWNSVILLE,Greyhounds,3,4,HARA'S SERENA,CASH,Fixed Win,TAB,5.5,Error,6.6,2.2
6/20/2025 12:53,TOWNSVILLE,Greyhounds,2,2,DEMISTER,CASH,Fixed Win,Sportsbet,9,Success,9.98,2.02
6/20/2025 15:46,GOULBURN,Greyhounds,11,3,PROMISES THREE,CASH,Fixed Win,Tabtouch,3.8,Error,3.57,2
6/20/2025 14:47,GOULBURN,Greyhounds,8,3,SAINT OMAGH,CASH,Fixed Win,Betr,1.5,Success,1.48,1.19
6/20/2025 14:46,GOULBURN,Greyhounds,8,3,SAINT OMAGH,CASH,Fixed Win,Tabtouch,1.45,Error,1.48,1.19
6/20/2025 14:24,GOULBURN,Greyhounds,7,5,DIG DEEP RUPEE,CASH,Fixed Win,Tabtouch,12,Error,8.89,2.24
6/20/2025 14:23,GOULBURN,Greyhounds,7,5,DIG DEEP RUPEE,CASH,Fixed Win,Sportsbet,13,Error,8.89,2.24
6/20/2025 14:09,GOULBURN,Greyhounds,6,8,DIG DEEP INDY,CASH,Fixed Win,Tabtouch,11,Success,12.62,2.24
6/20/2025 14:04,GOULBURN,Greyhounds,6,8,DIG DEEP INDY,CASH,Fixed Win,Sportsbet,13,Success,12.62,2.24
6/20/2025 14:03,GOULBURN,Greyhounds,6,3,CHARLI'S BEGONIA,CASH,Fixed Win,Sportsbet,3.9,Success,4.7,1.7
6/20/2025 13:20,GOULBURN,Greyhounds,4,6,BLOODLINE,CASH,Fixed Win,Tabtouch,19,Error,20,3.71
6/20/2025 13:05,GOULBURN,Greyhounds,3,7,ROCKABYE BABY,CASH,Fixed Win,BetRight,5.25,Error,5,1.67
6/20/2025 12:38,GOULBURN,Greyhounds,2,6,BANDIT QUINN,CASH,Fixed Win,Tabtouch,15,Error,16,3.5
6/20/2025 14:35,HEALESVILLE,Greyhounds,12,4,ASSUME KEALY,CASH,Fixed Win,Tabtouch,5.5,Error,4.57,1.8
6/20/2025 14:34,HEALESVILLE,Greyhounds,12,4,ASSUME KEALY,CASH,Fixed Win,Sportsbet,5.5,Error,4.57,1.8
6/20/2025 13:33,HEALESVILLE,Greyhounds,9,10,BULLSEYE BOB,CASH,Fixed Win,BetRight,10,Error,12,2.13
6/20/2025 13:33,HEALESVILLE,Greyhounds,9,5,REDGUM WARS,CASH,Fixed Win,Tabtouch,2.15,Success,1.66,1.23
6/20/2025 13:15,HEALESVILLE,Greyhounds,8,2,KING CHERRY,CASH,Fixed Win,Tabtouch,1.55,Error,1.59,1.17
6/20/2025 13:14,HEALESVILLE,Greyhounds,8,2,KING CHERRY,CASH,Fixed Win,TAB,1.55,Error,1.59,1.17
6/20/2025 13:11,HEALESVILLE,Greyhounds,8,4,SPECIAL SIAN,CASH,Fixed Win,Sportsbet,13,Error,20.61,2.89
6/20/2025 13:08,HEALESVILLE,Greyhounds,8,4,SPECIAL SIAN,CASH,Fixed Win,TAB,15,Error,20.61,2.89
6/20/2025 12:46,HEALESVILLE,Greyhounds,7,5,SUPER SEALANT,CASH,Fixed Win,Betr,10,Success,8.88,2.74
6/20/2025 12:46,HEALESVILLE,Greyhounds,7,4,ZINZAN HOLLY,CASH,Fixed Win,TAB,51,Error,36.96,7.2
6/20/2025 12:45,HEALESVILLE,Greyhounds,7,3,JEWEL MAGIC,CASH,Fixed Win,TAB,3.8,Error,4.1,1.52
6/20/2025 12:45,HEALESVILLE,Greyhounds,7,7,SILVER COIN,CASH,Fixed Win,TAB,11,Error,10.9,2.97
6/20/2025 12:42,HEALESVILLE,Greyhounds,7,5,SUPER SEALANT,CASH,Fixed Win,TAB,12,Error,8.88,2.74
6/20/2025 12:41,HEALESVILLE,Greyhounds,7,6,REIKO BENNY,CASH,Fixed Win,Tabtouch,3.8,Error,3.35,1.7
6/20/2025 12:41,HEALESVILLE,Greyhounds,7,5,SUPER SEALANT,CASH,Fixed Win,Sportsbet,12,Error,8.88,2.74
6/20/2025 12:40,HEALESVILLE,Greyhounds,7,6,REIKO BENNY,CASH,Fixed Win,Sportsbet,4.4,Success,3.35,1.7
6/20/2025 12:29,HEALESVILLE,Greyhounds,6,4,INTERCEPT QUEEN,CASH,Fixed Win,Dabble,9,Success,8.77,1.93
6/20/2025 12:28,HEALESVILLE,Greyhounds,6,4,INTERCEPT QUEEN,CASH,Fixed Win,Sportsbet,9,Error,8.77,1.93
6/20/2025 11:54,HEALESVILLE,Greyhounds,4,3,CAPTAIN STEVIE,CASH,Fixed Win,Tabtouch,4.6,Success,4.96,1.8
6/20/2025 11:53,HEALESVILLE,Greyhounds,4,3,CAPTAIN STEVIE,CASH,Fixed Win,Sportsbet,4.8,Success,4.96,1.8
6/20/2025 11:41,HEALESVILLE,Greyhounds,3,6,LITTLE NARLA,CASH,Fixed Win,Sportsbet,2.2,Error,2.45,1.18
6/20/2025 11:40,HEALESVILLE,Greyhounds,3,6,LITTLE NARLA,CASH,Fixed Win,Tabtouch,2.2,Error,2.45,1.18
6/19/2025 22:18,MANDURAH,Greyhounds,7,2,MASQUERADE PARTY,CASH,Fixed Win,Tabtouch,2.7,Error,Date Selection Error,Date Selection Error
6/19/2025 22:06,MANDURAH,Greyhounds,6,4,OSPREY WIZARD,CASH,Fixed Win,TAB,4.6,Error,Date Selection Error,Date Selection Error
6/19/2025 22:05,MANDURAH,Greyhounds,6,4,OSPREY WIZARD,CASH,Fixed Win,BetRight,5.25,Error,Date Selection Error,Date Selection Error
6/19/2025 21:52,MANDURAH,Greyhounds,5,5,FULL OF SUPRISES,CASH,Fixed Win,BetRight,15,Error,Date Selection Error,Date Selection Error
6/19/2025 20:50,MANDURAH,Greyhounds,2,1,TRICEP KING,CASH,Fixed Win,Tabtouch,13,Error,Date Selection Error,Date Selection Error
6/19/2025 20:32,MANDURAH,Greyhounds,1,2,MISS DAISY DUKE,CASH,Fixed Win,Sportsbet,41,Error,Date Selection Error,Date Selection Error
6/19/2025 20:29,MANDURAH,Greyhounds,1,2,MISS DAISY DUKE,CASH,Fixed Win,TAB,51,Error,Date Selection Error,Date Selection Error
6/19/2025 22:06,Q2 PARKLANDS,Greyhounds,11,7,VELARIS,CASH,Fixed Win,TAB,21,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 22:06,Q2 PARKLANDS,Greyhounds,11,4,ELECTRIC MAN,CASH,Fixed Win,PlayUp,23,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 22:03,Q2 PARKLANDS,Greyhounds,11,4,ELECTRIC MAN,CASH,Fixed Win,TAB,26,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 22:01,Q2 PARKLANDS,Greyhounds,11,2,BATHTUB SPLASHER,CASH,Fixed Win,TAB,7,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 21:00,Q2 PARKLANDS,Greyhounds,8,7,ETHANOL WATER,CASH,Fixed Win,PlayUp,2.9,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:54,Q2 PARKLANDS,Greyhounds,8,1,APILLA,CASH,Fixed Win,Sportsbet,3.5,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:52,Q2 PARKLANDS,Greyhounds,8,5,RAIDER'S GUIDE,CASH,Fixed Win,TAB,3.7,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:38,Q2 PARKLANDS,Greyhounds,7,4,TIM ZOO,CASH,Fixed Win,TAB,3.7,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:19,Q2 PARKLANDS,Greyhounds,6,6,PAW VORTEX,CASH,Fixed Win,TAB,12,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:19,Q2 PARKLANDS,Greyhounds,6,7,INCONSPICUOUS,CASH,Fixed Win,Tabtouch,10,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:18,Q2 PARKLANDS,Greyhounds,6,7,INCONSPICUOUS,CASH,Fixed Win,Betr,11,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:18,Q2 PARKLANDS,Greyhounds,6,3,DRINK TINS,CASH,Fixed Win,TAB,34,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:53,Q2 PARKLANDS,Greyhounds,5,6,AFFLUENT,CASH,Fixed Win,TAB,31,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:53,Q2 PARKLANDS,Greyhounds,5,3,BEAR'S BULLET,CASH,Fixed Win,TAB,26,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:48,Q2 PARKLANDS,Greyhounds,5,2,EXTREME TENSION,CASH,Fixed Win,TAB,9,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:29,Q2 PARKLANDS,Greyhounds,4,7,WEST ON BOONIE,CASH,Fixed Win,TAB,8.5,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:29,Q2 PARKLANDS,Greyhounds,4,6,RED DIRT ROAD,CASH,Fixed Win,TAB,4.2,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 18:43,Q2 PARKLANDS,Greyhounds,2,1,FICTIONAL,CASH,Fixed Win,Betr,12,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 18:37,Q2 PARKLANDS,Greyhounds,2,1,FICTIONAL,CASH,Fixed Win,TAB,17,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 18:36,Q2 PARKLANDS,Greyhounds,2,2,ROMANTIC RED,CASH,Fixed Win,TAB,3.2,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 18:22,Q2 PARKLANDS,Greyhounds,1,4,MOSSY BOOTS,CASH,Fixed Win,PlayUp,3.8,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 22:05,DAPTO,Greyhounds,9,7,RAINING BOURBON,CASH,Fixed Win,BetRight,4.8,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 21:22,DAPTO,Greyhounds,7,5,SIRIUS MERAKI,CASH,Fixed Win,BetRight,51,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:15,DAPTO,Greyhounds,4,6,MOTOR CITY MINI,CASH,Fixed Win,Sportsbet,21,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 21:50,ANGLE PARK,Greyhounds,9,5,JUBILANT,CASH,Fixed Win,Tabtouch,9,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 18:59,ANGLE PARK,Greyhounds,1,5,ETHANOL EXTRA,CASH,Fixed Win,Betr,10,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 21:46,PENRITH,Harness,9,9,KINGSTON RAINBOW,CASH,Fixed Win,Tabtouch,41,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 21:43,PENRITH,Harness,9,7,DECIPHER,CASH,Fixed Win,Tabtouch,15,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 21:12,PENRITH,Harness,8,9,MEMPHIS FURY,CASH,Fixed Win,PlayUp,6.5,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 21:09,PENRITH,Harness,8,9,MEMPHIS FURY,CASH,Fixed Win,Tabtouch,8.5,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 21:09,PENRITH,Harness,8,8,GOTTADOBETTOR,CASH,Fixed Win,Sportsbet,34,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 21:06,PENRITH,Harness,8,1,RIPSTONE SNORTER,CASH,Fixed Win,Sportsbet,6,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 21:05,PENRITH,Harness,8,1,RIPSTONE SNORTER,CASH,Fixed Win,TAB,5.5,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:43,PENRITH,Harness,7,2,CHARLIES ACE NZ,CASH,Fixed Win,TAB,2.6,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:40,PENRITH,Harness,7,2,CHARLIES ACE NZ,CASH,Fixed Win,BetRight,3.2,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:13,PENRITH,Harness,6,8,BETTING STAR,CASH,Fixed Win,TAB,7,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:09,PENRITH,Harness,6,3,BLISSES BEST,CASH,Fixed Win,TAB,8,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:08,PENRITH,Harness,6,9,STELLINA,CASH,Fixed Win,TAB,11,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:04,PENRITH,Harness,6,9,STELLINA,CASH,Fixed Win,Sportsbet,13,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:08,PENRITH,Harness,4,1,POLKA DELIGHT NZ,CASH,Fixed Win,TAB,26,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:08,PENRITH,Harness,4,10,OUR GEORGE BOSTON,CASH,Fixed Win,PlayUp,6,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:07,PENRITH,Harness,4,7,PRINCE OF PEACE,CASH,Fixed Win,TAB,17,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 18:46,PENRITH,Harness,3,9,WHEREISHE,CASH,Fixed Win,TAB,26,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 21:27,HOBART,Greyhounds,8,3,MIGHTY QUINN,CASH,Fixed Win,BetRight,4.8,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 21:25,HOBART,Greyhounds,8,8,SUPREME LEADER,CASH,Fixed Win,Tabtouch,3.5,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 21:10,HOBART,Greyhounds,7,7,JUNGLE BOOGIE,CASH,Fixed Win,BetRight,11,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:28,HOBART,Greyhounds,5,9,WHALED IT,CASH,Fixed Win,Tabtouch,18,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:05,HOBART,Greyhounds,4,6,CANYA SIYAN,CASH,Fixed Win,BetRight,41,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:40,HOBART,Greyhounds,3,6,BE THE BEST,CASH,Fixed Win,TAB,23,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:36,HOBART,Greyhounds,3,5,MISS EVEREST,CASH,Fixed Win,Tabtouch,3.5,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 18:52,HOBART,Greyhounds,1,5,ANNDAR SHELLY,CASH,Fixed Win,Tabtouch,5.5,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 18:51,HOBART,Greyhounds,1,5,ANNDAR SHELLY,CASH,Fixed Win,TAB,6,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 21:04,WARRNAMBOOL,Greyhounds,12,6,NAPIER BALE,CASH,Fixed Win,TAB,3.1,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:41,WARRNAMBOOL,Greyhounds,11,1,RABADA,CASH,Fixed Win,Sportsbet,4.4,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:22,WARRNAMBOOL,Greyhounds,10,1,BETTER BANJO,CASH,Fixed Win,TAB,1.8,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:10,WARRNAMBOOL,Greyhounds,7,5,WESTSIDE WIZARD,CASH,Fixed Win,PlayUp,6,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:42,WARRNAMBOOL,Greyhounds,3,3,ASTON CREMA,CASH,Fixed Win,TAB,4,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:46,WENTWORTH PARK,Greyhounds,6,2,BLUE LINKIN,CASH,Fixed Win,TAB,4.4,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:43,WENTWORTH PARK,Greyhounds,6,2,BLUE LINKIN,CASH,Fixed Win,PlayUp,4.8,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 20:25,WENTWORTH PARK,Greyhounds,5,6,SAMMY'S BEACH,CASH,Fixed Win,TAB,16,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:36,WENTWORTH PARK,Greyhounds,3,4,ZIPPING BUELLER,CASH,Fixed Win,TAB,11,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:36,WENTWORTH PARK,Greyhounds,3,3,ALIRA,CASH,Fixed Win,BetRight,126,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:19,WENTWORTH PARK,Greyhounds,2,4,REBORN HOSTILITY,CASH,Fixed Win,PlayUp,6.5,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:54,KILMORE,Harness,7,3,MAUDARCHY NZ,CASH,Fixed Win,PlayUp,15,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:52,KILMORE,Harness,7,4,BLONDIES BLIS,CASH,Fixed Win,Sportsbet,31,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:51,KILMORE,Harness,7,3,MAUDARCHY NZ,CASH,Fixed Win,TAB,21,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:27,KILMORE,Harness,6,6,EVILEYE,CASH,Fixed Win,TAB,3.1,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:26,KILMORE,Harness,6,7,ARE WEASLEY,CASH,Fixed Win,TAB,41,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:25,KILMORE,Harness,6,1,THEROUX,CASH,Fixed Win,Tabtouch,81,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:23,KILMORE,Harness,6,5,VINCENT GRANGE,CASH,Fixed Win,PlayUp,21,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:23,KILMORE,Harness,6,1,THEROUX,CASH,Fixed Win,Dabble,101,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:22,KILMORE,Harness,6,1,THEROUX,CASH,Fixed Win,TAB,101,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:22,KILMORE,Harness,6,5,VINCENT GRANGE,CASH,Fixed Win,TAB,23,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 19:19,KILMORE,Harness,6,6,EVILEYE,CASH,Fixed Win,Sportsbet,4.2,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 18:57,KILMORE,Harness,5,4,HIGHVIEW HAMMER,CASH,Fixed Win,BetRight,15,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 18:52,KILMORE,Harness,5,5,ALABAMA ICE,CASH,Fixed Win,BetRight,21,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 18:49,KILMORE,Harness,5,5,ALABAMA ICE,CASH,Fixed Win,TAB,21,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 18:26,KILMORE,Harness,4,4,SHAQ,CASH,Fixed Win,TAB,14,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 18:24,KILMORE,Harness,4,10,RABADA,CASH,Fixed Win,Tabtouch,5.5,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 18:00,KILMORE,Harness,3,4,STANDANDELIVER,CASH,Fixed Win,PlayUp,3.1,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:23,KILMORE,Harness,2,3,SCATTERSHOT,CASH,Fixed Win,Tabtouch,10,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:22,KILMORE,Harness,2,3,SCATTERSHOT,CASH,Fixed Win,Dabble,10,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:21,KILMORE,Harness,2,3,SCATTERSHOT,CASH,Fixed Win,TAB,11,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 16:52,KILMORE,Harness,1,10,BETTORSWEETVICTORY,CASH,Fixed Win,TAB,3.7,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 16:51,KILMORE,Harness,1,3,VERY TEMPTING,CASH,Fixed Win,Tabtouch,14,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 16:49,KILMORE,Harness,1,12,TOPHUT JOHNY,CASH,Fixed Win,Betr,4.8,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 16:49,KILMORE,Harness,1,7,THE MAJORS GIRL,CASH,Fixed Win,Tabtouch,4.8,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 16:48,KILMORE,Harness,1,12,TOPHUT JOHNY,CASH,Fixed Win,TAB,5,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 16:41,KILMORE,Harness,1,3,VERY TEMPTING,CASH,Fixed Win,Sportsbet,19,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 18:32,CASINO,Greyhounds,10,4,KEEPER,CASH,Fixed Win,PlayUp,6,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 18:13,CASINO,Greyhounds,9,4,KEIKI POLU,CASH,Fixed Win,PlayUp,5.5,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:35,CASINO,Greyhounds,7,1,ROYAL CAROL,CASH,Fixed Win,Tabtouch,2.6,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:12,CASINO,Greyhounds,6,7,MCKEON,CASH,Fixed Win,BetRight,1.5,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:10,CASINO,Greyhounds,6,7,MCKEON,CASH,Fixed Win,TAB,1.5,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 16:57,CASINO,Greyhounds,5,4,BOKARM RHONDA,CASH,Fixed Win,BetRight,12,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 15:55,CASINO,Greyhounds,2,5,MILO DAVIS,CASH,Fixed Win,BetRight,4.8,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 15:34,CASINO,Greyhounds,1,4,IRON RIVER,CASH,Fixed Win,BetRight,6.25,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 15:33,CASINO,Greyhounds,1,4,IRON RIVER,CASH,Fixed Win,Tabtouch,9,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 18:10,WARRAGUL,Greyhounds,12,10,PAW CALGARY,CASH,Fixed Win,PlayUp,5.5,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:33,WARRAGUL,Greyhounds,10,3,DONITA BALE,CASH,Fixed Win,TAB,6,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:30,WARRAGUL,Greyhounds,10,8,HOOKED ON YUKI,CASH,Fixed Win,TAB,3.3,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:29,WARRAGUL,Greyhounds,10,8,HOOKED ON YUKI,CASH,Fixed Win,Tabtouch,2.8,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:11,WARRAGUL,Greyhounds,9,7,RHOSWEN,CASH,Fixed Win,Tabtouch,3.6,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:10,WARRAGUL,Greyhounds,9,7,RHOSWEN,CASH,Fixed Win,TAB,3.7,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 16:50,WARRAGUL,Greyhounds,8,2,MIGHTY HERCULES,CASH,Fixed Win,Tabtouch,14,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 15:19,WARRAGUL,Greyhounds,4,7,DAINTREE PEARL,CASH,Fixed Win,TAB,4.4,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 15:04,WARRAGUL,Greyhounds,3,2,CATCH A CUTIE,CASH,Fixed Win,BetRight,3,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 14:46,WARRAGUL,Greyhounds,2,7,YORKSHIRE GIRL,CASH,Fixed Win,Sportsbet,6,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 14:45,WARRAGUL,Greyhounds,2,1,WOODSIDE FOX,CASH,Fixed Win,BetRight,26,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 14:29,WARRAGUL,Greyhounds,1,2,MYRIAD,CASH,Fixed Win,Sportsbet,14,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 14:28,WARRAGUL,Greyhounds,1,2,MYRIAD,CASH,Fixed Win,Betr,16,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 14:27,WARRAGUL,Greyhounds,1,3,JUMBUK MAHMOOD,CASH,Fixed Win,TAB,2.2,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:44,REDCLIFFE,Harness,8,5,REAL TIN TIN,CASH,Fixed Win,Sportsbet,31,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:44,REDCLIFFE,Harness,8,4,ZOOM PARTY,CASH,Fixed Win,Sportsbet,4.2,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:42,REDCLIFFE,Harness,8,4,ZOOM PARTY,CASH,Fixed Win,Betr,3.9,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:41,REDCLIFFE,Harness,8,4,ZOOM PARTY,CASH,Fixed Win,TAB,4.4,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:41,REDCLIFFE,Harness,8,7,ZACH LOWE NZ,CASH,Fixed Win,TAB,16,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:40,REDCLIFFE,Harness,8,8,MISTERPRESIDENT,CASH,Fixed Win,Sportsbet,4,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:16,REDCLIFFE,Harness,7,5,BEV THE GOAT NZ,CASH,Fixed Win,TAB,17,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:15,REDCLIFFE,Harness,7,4,HASTY BID,CASH,Fixed Win,TAB,11,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 17:14,REDCLIFFE,Harness,7,4,HASTY BID,CASH,Fixed Win,Dabble,12,Success,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 16:02,REDCLIFFE,Harness,5,9,MAYWYNS KAREN,CASH,Fixed Win,Tabtouch,31,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 15:59,REDCLIFFE,Harness,5,7,ACCELERE NZ,CASH,Fixed Win,Tabtouch,4,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 15:28,REDCLIFFE,Harness,4,8,MAJOR GENERALJUJON,CASH,Fixed Win,TAB,10,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
6/19/2025 15:28,REDCLIFFE,Harness,4,6,TREACHEROUS GABBY,CASH,Fixed Win,TAB,15,Error,Date Previously Failed This Phase,Date Previously Failed This Phase
