Time,Venue,Code,RaceNo,RunnerNo,RunnerName,Type,Market,Bookie,Odds,Result
6/19/2025 22:18,mandurah,Greyhounds,7,2,MASQUERADE PARTY,CASH,Fixed Win,Dabble,3.4,Success
6/19/2025 22:18,mandurah,Greyhounds,7,2,MASQUERADE PARTY,CASH,Fixed Win,BetRight,2.9,Error
6/19/2025 22:06,mandurah,Greyhounds,6,4,OSPREY WIZARD,CASH,Fixed Win,TAB,4.6,Error
6/19/2025 22:06,mandurah,Greyhounds,6,4,OSPREY WIZARD,CASH,Fixed Win,Sportsbet,4.8,Error
6/19/2025 22:06,mandurah,Greyhounds,6,4,OSPREY WIZARD,CASH,Fixed Win,PlayUp,4.8,Error
6/19/2025 22:06,mandurah,Greyhounds,6,4,OSPREY WIZARD,CASH,Fixed Win,Dabble,4.8,Error
6/19/2025 22:06,mandurah,Greyhounds,6,4,OSPREY WIZARD,CASH,Fixed Win,Betr,4.8,Error
6/19/2025 22:06,q2 parklands,Greyhounds,11,7,VELARIS,CASH,Fixed Win,TAB,21,Error
6/19/2025 22:06,q2 parklands,Greyhounds,11,4,ELECTRIC MAN,CASH,Fixed Win,PlayUp,23,Success
6/19/2025 22:06,q2 parklands,Greyhounds,11,4,ELECTRIC MAN,CASH,Fixed Win,Betr,20,Error
6/19/2025 22:05,mandurah,Greyhounds,6,4,OSPREY WIZARD,CASH,Fixed Win,BetRight,5.25,Error
6/19/2025 22:05,dapto,Greyhounds,9,7,RAINING BOURBON,CASH,Fixed Win,BetRight,4.8,Error
6/19/2025 22:03,q2 parklands,Greyhounds,11,4,ELECTRIC MAN,CASH,Fixed Win,TAB,26,Success
6/19/2025 22:01,q2 parklands,Greyhounds,11,2,BATHTUB SPLASHER,CASH,Fixed Win,TAB,7,Success
6/19/2025 21:52,mandurah,Greyhounds,5,5,FULL OF SUPRISES,CASH,Fixed Win,BetRight,15,Error
6/19/2025 21:50,angle park,Greyhounds,9,5,JUBILANT,CASH,Fixed Win,Tabtouch,9,Error
6/19/2025 21:50,angle park,Greyhounds,9,5,JUBILANT,CASH,Fixed Win,Sportsbet,12,Success
6/19/2025 21:50,angle park,Greyhounds,9,5,JUBILANT,CASH,Fixed Win,PlayUp,12,Success
6/19/2025 21:50,angle park,Greyhounds,9,5,JUBILANT,CASH,Fixed Win,Dabble,12,Success
6/19/2025 21:50,angle park,Greyhounds,9,5,JUBILANT,CASH,Fixed Win,Betr,12,Success
6/19/2025 21:50,angle park,Greyhounds,9,5,JUBILANT,CASH,Fixed Win,BetRight,11,Error
6/19/2025 21:46,penrith,Harness,9,9,KINGSTON RAINBOW,CASH,Fixed Win,Tabtouch,41,Success
6/19/2025 21:46,penrith,Harness,9,9,KINGSTON RAINBOW,CASH,Fixed Win,Sportsbet,51,Success
6/19/2025 21:43,penrith,Harness,9,7,DECIPHER,CASH,Fixed Win,Tabtouch,15,Error
6/19/2025 21:43,penrith,Harness,9,7,DECIPHER,CASH,Fixed Win,Sportsbet,15,Error
6/19/2025 21:43,penrith,Harness,9,7,DECIPHER,CASH,Fixed Win,Dabble,17,Success
6/19/2025 21:43,penrith,Harness,9,7,DECIPHER,CASH,Fixed Win,Betr,17,Success
6/19/2025 21:27,hobart,Greyhounds,8,3,MIGHTY QUINN,CASH,Fixed Win,BetRight,4.8,Error
6/19/2025 21:25,hobart,Greyhounds,8,8,SUPREME LEADER,CASH,Fixed Win,Tabtouch,3.5,Success
6/19/2025 21:25,hobart,Greyhounds,8,8,SUPREME LEADER,CASH,Fixed Win,Sportsbet,3.5,Success
6/19/2025 21:25,hobart,Greyhounds,8,8,SUPREME LEADER,CASH,Fixed Win,PlayUp,1,Error
6/19/2025 21:25,hobart,Greyhounds,8,8,SUPREME LEADER,CASH,Fixed Win,Dabble,3.4,Error
6/19/2025 21:25,hobart,Greyhounds,8,8,SUPREME LEADER,CASH,Fixed Win,BetRight,3.2,Error
6/19/2025 21:25,hobart,Greyhounds,8,8,SUPREME LEADER,CASH,Fixed Win,Betr,3.4,Error
6/19/2025 21:22,dapto,Greyhounds,7,5,SIRIUS MERAKI,CASH,Fixed Win,BetRight,51,Success
6/19/2025 21:12,penrith,Harness,8,9,MEMPHIS FURY,CASH,Fixed Win,PlayUp,6.5,Success
6/19/2025 21:10,hobart,Greyhounds,7,7,JUNGLE BOOGIE,CASH,Fixed Win,BetRight,11,Error
6/19/2025 21:09,penrith,Harness,8,9,MEMPHIS FURY,CASH,Fixed Win,Tabtouch,8.5,Error
6/19/2025 21:09,penrith,Harness,8,9,MEMPHIS FURY,CASH,Fixed Win,Sportsbet,8.5,Error
6/19/2025 21:09,penrith,Harness,8,9,MEMPHIS FURY,CASH,Fixed Win,Dabble,9,Success
6/19/2025 21:09,penrith,Harness,8,8,GOTTADOBETTOR,CASH,Fixed Win,Sportsbet,34,Error
6/19/2025 21:09,penrith,Harness,8,8,GOTTADOBETTOR,CASH,Fixed Win,Dabble,41,Error
6/19/2025 21:09,penrith,Harness,8,9,MEMPHIS FURY,CASH,Fixed Win,TAB,8.5,Error
6/19/2025 21:09,penrith,Harness,8,9,MEMPHIS FURY,CASH,Fixed Win,BetRight,8.5,Error
6/19/2025 21:06,penrith,Harness,8,1,RIPSTONE SNORTER,CASH,Fixed Win,Sportsbet,6,Success
6/19/2025 21:06,penrith,Harness,8,1,RIPSTONE SNORTER,CASH,Fixed Win,Dabble,5.5,Error
6/19/2025 21:06,penrith,Harness,8,1,RIPSTONE SNORTER,CASH,Fixed Win,Betr,5.5,Error
6/19/2025 21:05,penrith,Harness,8,1,RIPSTONE SNORTER,CASH,Fixed Win,TAB,5.5,Error
6/19/2025 21:04,warrnambool,Greyhounds,12,6,NAPIER BALE,CASH,Fixed Win,TAB,3.1,Error
6/19/2025 21:04,warrnambool,Greyhounds,12,6,NAPIER BALE,CASH,Fixed Win,BetRight,3.1,Error
6/19/2025 21:00,q2 parklands,Greyhounds,8,7,ETHANOL WATER,CASH,Fixed Win,PlayUp,2.9,Success
6/19/2025 20:54,q2 parklands,Greyhounds,8,1,APILLA,CASH,Fixed Win,Sportsbet,3.5,Success
6/19/2025 20:54,q2 parklands,Greyhounds,8,1,APILLA,CASH,Fixed Win,Dabble,3.5,Success
6/19/2025 20:52,q2 parklands,Greyhounds,8,5,RAIDER'S GUIDE,CASH,Fixed Win,TAB,3.7,Success
6/19/2025 20:52,q2 parklands,Greyhounds,8,5,RAIDER'S GUIDE,CASH,Fixed Win,PlayUp,3.7,Success
6/19/2025 20:50,mandurah,Greyhounds,2,1,TRICEP KING,CASH,Fixed Win,Tabtouch,13,Error
6/19/2025 20:50,mandurah,Greyhounds,2,1,TRICEP KING,CASH,Fixed Win,Sportsbet,13,Error
6/19/2025 20:50,mandurah,Greyhounds,2,1,TRICEP KING,CASH,Fixed Win,Betr,14,Success
6/19/2025 20:46,wentworth park,Greyhounds,6,2,BLUE LINKIN,CASH,Fixed Win,TAB,4.4,Error
6/19/2025 20:43,penrith,Harness,7,2,CHARLIES ACE NZ,CASH,Fixed Win,TAB,2.6,Error
6/19/2025 20:43,penrith,Harness,7,2,CHARLIES ACE NZ,CASH,Fixed Win,Dabble,2.7,Error
6/19/2025 20:43,wentworth park,Greyhounds,6,2,BLUE LINKIN,CASH,Fixed Win,PlayUp,4.8,Success
6/19/2025 20:43,wentworth park,Greyhounds,6,2,BLUE LINKIN,CASH,Fixed Win,Betr,4.8,Success
6/19/2025 20:41,warrnambool,Greyhounds,11,1,RABADA,CASH,Fixed Win,Sportsbet,4.4,Success
6/19/2025 20:41,warrnambool,Greyhounds,11,1,RABADA,CASH,Fixed Win,BetRight,4.4,Error
6/19/2025 20:40,penrith,Harness,7,2,CHARLIES ACE NZ,CASH,Fixed Win,BetRight,3.2,Error
6/19/2025 20:38,q2 parklands,Greyhounds,7,4,TIM ZOO,CASH,Fixed Win,TAB,3.7,Success
6/19/2025 20:32,mandurah,Greyhounds,1,2,MISS DAISY DUKE,CASH,Fixed Win,Sportsbet,41,Error
6/19/2025 20:32,mandurah,Greyhounds,1,2,MISS DAISY DUKE,CASH,Fixed Win,Dabble,51,Success
6/19/2025 20:29,mandurah,Greyhounds,1,2,MISS DAISY DUKE,CASH,Fixed Win,TAB,51,Error
6/19/2025 20:28,hobart,Greyhounds,5,9,WHALED IT,CASH,Fixed Win,Tabtouch,18,Success
6/19/2025 20:28,hobart,Greyhounds,5,9,WHALED IT,CASH,Fixed Win,PlayUp,1,Error
6/19/2025 20:28,hobart,Greyhounds,5,9,WHALED IT,CASH,Fixed Win,Betr,18,Error
6/19/2025 20:28,hobart,Greyhounds,5,9,WHALED IT,CASH,Fixed Win,Dabble,18,Error
6/19/2025 20:28,hobart,Greyhounds,5,9,WHALED IT,CASH,Fixed Win,TAB,17,Error
6/19/2025 20:25,wentworth park,Greyhounds,5,6,SAMMY'S BEACH,CASH,Fixed Win,TAB,16,Success
6/19/2025 20:25,wentworth park,Greyhounds,5,6,SAMMY'S BEACH,CASH,Fixed Win,Sportsbet,14,Error
6/19/2025 20:22,warrnambool,Greyhounds,10,1,BETTER BANJO,CASH,Fixed Win,TAB,1.8,Error
6/19/2025 20:19,q2 parklands,Greyhounds,6,6,PAW VORTEX,CASH,Fixed Win,TAB,12,Success
6/19/2025 20:19,q2 parklands,Greyhounds,6,7,INCONSPICUOUS,CASH,Fixed Win,Tabtouch,10,Error
6/19/2025 20:19,q2 parklands,Greyhounds,6,7,INCONSPICUOUS,CASH,Fixed Win,TAB,10,Error
6/19/2025 20:19,q2 parklands,Greyhounds,6,7,INCONSPICUOUS,CASH,Fixed Win,PlayUp,12,Success
6/19/2025 20:19,q2 parklands,Greyhounds,6,7,INCONSPICUOUS,CASH,Fixed Win,Dabble,11,Success
6/19/2025 20:18,q2 parklands,Greyhounds,6,7,INCONSPICUOUS,CASH,Fixed Win,Betr,11,Success
6/19/2025 20:18,q2 parklands,Greyhounds,6,3,DRINK TINS,CASH,Fixed Win,TAB,34,Success
6/19/2025 20:15,dapto,Greyhounds,4,6,MOTOR CITY MINI,CASH,Fixed Win,Sportsbet,21,Error
6/19/2025 20:15,dapto,Greyhounds,4,6,MOTOR CITY MINI,CASH,Fixed Win,Dabble,23,Success
6/19/2025 20:15,dapto,Greyhounds,4,6,MOTOR CITY MINI,CASH,Fixed Win,Betr,23,Success
6/19/2025 20:13,penrith,Harness,6,8,BETTING STAR,CASH,Fixed Win,TAB,7,Error
6/19/2025 20:13,penrith,Harness,6,8,BETTING STAR,CASH,Fixed Win,BetRight,7.5,Error
6/19/2025 20:09,penrith,Harness,6,3,BLISSES BEST,CASH,Fixed Win,TAB,8,Success
6/19/2025 20:09,penrith,Harness,6,3,BLISSES BEST,CASH,Fixed Win,Sportsbet,7.5,Error
6/19/2025 20:09,penrith,Harness,6,3,BLISSES BEST,CASH,Fixed Win,Dabble,8,Success
6/19/2025 20:09,penrith,Harness,6,3,BLISSES BEST,CASH,Fixed Win,BetRight,7.5,Error
6/19/2025 20:08,penrith,Harness,6,9,STELLINA,CASH,Fixed Win,TAB,11,Error
6/19/2025 20:08,penrith,Harness,6,9,STELLINA,CASH,Fixed Win,PlayUp,12,Success
6/19/2025 20:08,penrith,Harness,6,9,STELLINA,CASH,Fixed Win,Betr,12,Success
6/19/2025 20:05,hobart,Greyhounds,4,6,CANYA SIYAN,CASH,Fixed Win,BetRight,41,Error
6/19/2025 20:04,penrith,Harness,6,9,STELLINA,CASH,Fixed Win,Sportsbet,13,Success
6/19/2025 20:04,penrith,Harness,6,9,STELLINA,CASH,Fixed Win,Dabble,13,Success
6/19/2025 19:54,kilmore,Harness,7,3,MAUDARCHY NZ,CASH,Fixed Win,PlayUp,15,Error
6/19/2025 19:54,kilmore,Harness,7,3,MAUDARCHY NZ,CASH,Fixed Win,BetRight,15,Error
6/19/2025 19:54,kilmore,Harness,7,3,MAUDARCHY NZ,CASH,Fixed Win,Tabtouch,16,Error
6/19/2025 19:54,kilmore,Harness,7,3,MAUDARCHY NZ,CASH,Fixed Win,Dabble,16.8,Error
6/19/2025 19:54,kilmore,Harness,7,3,MAUDARCHY NZ,CASH,Fixed Win,Betr,17,Error
6/19/2025 19:53,q2 parklands,Greyhounds,5,6,AFFLUENT,CASH,Fixed Win,TAB,31,Error
6/19/2025 19:53,q2 parklands,Greyhounds,5,3,BEAR'S BULLET,CASH,Fixed Win,TAB,26,Success
6/19/2025 19:52,kilmore,Harness,7,4,BLONDIES BLIS,CASH,Fixed Win,Sportsbet,31,Success
6/19/2025 19:51,kilmore,Harness,7,3,MAUDARCHY NZ,CASH,Fixed Win,TAB,21,Error
6/19/2025 19:51,kilmore,Harness,7,3,MAUDARCHY NZ,CASH,Fixed Win,Sportsbet,26,Success
6/19/2025 19:48,q2 parklands,Greyhounds,5,2,EXTREME TENSION,CASH,Fixed Win,TAB,9,Error
6/19/2025 19:40,hobart,Greyhounds,3,6,BE THE BEST,CASH,Fixed Win,TAB,23,Error
6/19/2025 19:36,wentworth park,Greyhounds,3,4,ZIPPING BUELLER,CASH,Fixed Win,TAB,11,Success
6/19/2025 19:36,wentworth park,Greyhounds,3,3,ALIRA,CASH,Fixed Win,BetRight,126,Success
6/19/2025 19:36,hobart,Greyhounds,3,5,MISS EVEREST,CASH,Fixed Win,Tabtouch,3.5,Error
6/19/2025 19:36,hobart,Greyhounds,3,5,MISS EVEREST,CASH,Fixed Win,TAB,3.4,Error
6/19/2025 19:36,hobart,Greyhounds,3,5,MISS EVEREST,CASH,Fixed Win,Sportsbet,3.6,Success
6/19/2025 19:36,hobart,Greyhounds,3,5,MISS EVEREST,CASH,Fixed Win,PlayUp,1,Error
6/19/2025 19:36,hobart,Greyhounds,3,5,MISS EVEREST,CASH,Fixed Win,Dabble,3.7,Error
6/19/2025 19:36,hobart,Greyhounds,3,5,MISS EVEREST,CASH,Fixed Win,Betr,3.7,Error
6/19/2025 19:29,q2 parklands,Greyhounds,4,7,WEST ON BOONIE,CASH,Fixed Win,TAB,8.5,Error
6/19/2025 19:29,q2 parklands,Greyhounds,4,6,RED DIRT ROAD,CASH,Fixed Win,TAB,4.2,Error
6/19/2025 19:27,kilmore,Harness,6,6,EVILEYE,CASH,Fixed Win,TAB,3.1,Error
6/19/2025 19:27,kilmore,Harness,6,6,EVILEYE,CASH,Fixed Win,BetRight,3,Error
6/19/2025 19:26,kilmore,Harness,6,7,ARE WEASLEY,CASH,Fixed Win,TAB,41,Error
6/19/2025 19:25,kilmore,Harness,6,1,THEROUX,CASH,Fixed Win,Tabtouch,81,Error
6/19/2025 19:23,kilmore,Harness,6,5,VINCENT GRANGE,CASH,Fixed Win,PlayUp,21,Success
6/19/2025 19:23,kilmore,Harness,6,1,THEROUX,CASH,Fixed Win,Dabble,101,Success
6/19/2025 19:22,kilmore,Harness,6,1,THEROUX,CASH,Fixed Win,TAB,101,Success
6/19/2025 19:22,kilmore,Harness,6,1,THEROUX,CASH,Fixed Win,Sportsbet,126,Success
6/19/2025 19:22,kilmore,Harness,6,1,THEROUX,CASH,Fixed Win,PlayUp,101,Success
6/19/2025 19:22,kilmore,Harness,6,1,THEROUX,CASH,Fixed Win,Betr,101,Success
6/19/2025 19:22,kilmore,Harness,6,5,VINCENT GRANGE,CASH,Fixed Win,TAB,23,Error
6/19/2025 19:22,kilmore,Harness,6,5,VINCENT GRANGE,CASH,Fixed Win,Dabble,26,Success
6/19/2025 19:22,kilmore,Harness,6,5,VINCENT GRANGE,CASH,Fixed Win,Betr,29,Success
6/19/2025 19:22,kilmore,Harness,6,5,VINCENT GRANGE,CASH,Fixed Win,Sportsbet,31,Success
6/19/2025 19:19,kilmore,Harness,6,6,EVILEYE,CASH,Fixed Win,Sportsbet,4.2,Success
6/19/2025 19:19,kilmore,Harness,6,6,EVILEYE,CASH,Fixed Win,Betr,4.2,Success
6/19/2025 19:19,wentworth park,Greyhounds,2,4,REBORN HOSTILITY,CASH,Fixed Win,PlayUp,6.5,Success
6/19/2025 19:10,warrnambool,Greyhounds,7,5,WESTSIDE WIZARD,CASH,Fixed Win,PlayUp,6,Success
6/19/2025 19:08,penrith,Harness,4,1,POLKA DELIGHT NZ,CASH,Fixed Win,TAB,26,Success
6/19/2025 19:08,penrith,Harness,4,1,POLKA DELIGHT NZ,CASH,Fixed Win,Betr,26,Success
6/19/2025 19:08,penrith,Harness,4,10,OUR GEORGE BOSTON,CASH,Fixed Win,PlayUp,6,Success
6/19/2025 19:07,penrith,Harness,4,7,PRINCE OF PEACE,CASH,Fixed Win,TAB,17,Error
6/19/2025 19:07,penrith,Harness,4,7,PRINCE OF PEACE,CASH,Fixed Win,Sportsbet,17,Error
6/19/2025 18:59,angle park,Greyhounds,1,5,ETHANOL EXTRA,CASH,Fixed Win,Betr,10,Error
6/19/2025 18:59,angle park,Greyhounds,1,5,ETHANOL EXTRA,CASH,Fixed Win,Tabtouch,9.5,Error
6/19/2025 18:59,angle park,Greyhounds,1,5,ETHANOL EXTRA,CASH,Fixed Win,TAB,11,Success
6/19/2025 18:59,angle park,Greyhounds,1,5,ETHANOL EXTRA,CASH,Fixed Win,Sportsbet,11,Success
6/19/2025 18:59,angle park,Greyhounds,1,5,ETHANOL EXTRA,CASH,Fixed Win,Dabble,11,Success
6/19/2025 18:57,kilmore,Harness,5,4,HIGHVIEW HAMMER,CASH,Fixed Win,BetRight,15,Error
6/19/2025 18:52,kilmore,Harness,5,5,ALABAMA ICE,CASH,Fixed Win,BetRight,21,Success
6/19/2025 18:52,hobart,Greyhounds,1,5,ANNDAR SHELLY,CASH,Fixed Win,Tabtouch,5.5,Error
6/19/2025 18:51,hobart,Greyhounds,1,5,ANNDAR SHELLY,CASH,Fixed Win,TAB,6,Error
6/19/2025 18:49,kilmore,Harness,5,5,ALABAMA ICE,CASH,Fixed Win,TAB,21,Error
6/19/2025 18:49,kilmore,Harness,5,5,ALABAMA ICE,CASH,Fixed Win,Betr,21,Error
6/19/2025 18:49,kilmore,Harness,5,5,ALABAMA ICE,CASH,Fixed Win,Sportsbet,26,Success
6/19/2025 18:46,penrith,Harness,3,9,WHEREISHE,CASH,Fixed Win,TAB,26,Error
6/19/2025 18:43,q2 parklands,Greyhounds,2,1,FICTIONAL,CASH,Fixed Win,Betr,12,Error
6/19/2025 18:43,q2 parklands,Greyhounds,2,1,FICTIONAL,CASH,Fixed Win,PlayUp,16,Success
6/19/2025 18:37,q2 parklands,Greyhounds,2,1,FICTIONAL,CASH,Fixed Win,TAB,17,Error
6/19/2025 18:36,q2 parklands,Greyhounds,2,2,ROMANTIC RED,CASH,Fixed Win,TAB,3.2,Error
6/19/2025 18:36,q2 parklands,Greyhounds,2,2,ROMANTIC RED,CASH,Fixed Win,PlayUp,3.3,Success
6/19/2025 18:32,casino,Greyhounds,10,4,KEEPER,CASH,Fixed Win,PlayUp,6,Success
6/19/2025 18:26,kilmore,Harness,4,4,SHAQ,CASH,Fixed Win,TAB,14,Error
6/19/2025 18:24,kilmore,Harness,4,10,RABADA,CASH,Fixed Win,Tabtouch,5.5,Error
6/19/2025 18:24,kilmore,Harness,4,10,RABADA,CASH,Fixed Win,TAB,6,Error
6/19/2025 18:24,kilmore,Harness,4,10,RABADA,CASH,Fixed Win,Sportsbet,6.5,Success
6/19/2025 18:24,kilmore,Harness,4,10,RABADA,CASH,Fixed Win,Dabble,6.5,Success
6/19/2025 18:24,kilmore,Harness,4,10,RABADA,CASH,Fixed Win,Betr,6.5,Success
6/19/2025 18:24,kilmore,Harness,4,10,RABADA,CASH,Fixed Win,PlayUp,7,Success
6/19/2025 18:22,q2 parklands,Greyhounds,1,4,MOSSY BOOTS,CASH,Fixed Win,PlayUp,3.8,Success
6/19/2025 18:13,casino,Greyhounds,9,4,KEIKI POLU,CASH,Fixed Win,PlayUp,5.5,Success
6/19/2025 18:10,warragul,Greyhounds,12,10,PAW CALGARY,CASH,Fixed Win,PlayUp,5.5,Success
6/19/2025 18:00,kilmore,Harness,3,4,STANDANDELIVER,CASH,Fixed Win,PlayUp,3.1,Error
6/19/2025 17:44,redcliffe,Harness,8,5,REAL TIN TIN,CASH,Fixed Win,Sportsbet,31,Success
6/19/2025 17:44,redcliffe,Harness,8,4,ZOOM PARTY,CASH,Fixed Win,Sportsbet,4.2,Success
6/19/2025 17:44,redcliffe,Harness,8,5,REAL TIN TIN,CASH,Fixed Win,TAB,26,Error
6/19/2025 17:42,warrnambool,Greyhounds,3,3,ASTON CREMA,CASH,Fixed Win,TAB,4,Success
6/19/2025 17:42,warrnambool,Greyhounds,3,3,ASTON CREMA,CASH,Fixed Win,Tabtouch,4,Error
6/19/2025 17:42,warrnambool,Greyhounds,3,3,ASTON CREMA,CASH,Fixed Win,PlayUp,4.2,Success
6/19/2025 17:42,warrnambool,Greyhounds,3,3,ASTON CREMA,CASH,Fixed Win,Dabble,4.2,Success
6/19/2025 17:42,warrnambool,Greyhounds,3,3,ASTON CREMA,CASH,Fixed Win,Betr,4.2,Success
6/19/2025 17:42,redcliffe,Harness,8,4,ZOOM PARTY,CASH,Fixed Win,Betr,3.9,Error
6/19/2025 17:42,warrnambool,Greyhounds,3,3,ASTON CREMA,CASH,Fixed Win,Sportsbet,4.4,Success
6/19/2025 17:41,redcliffe,Harness,8,4,ZOOM PARTY,CASH,Fixed Win,TAB,4.4,Error
6/19/2025 17:41,redcliffe,Harness,8,7,ZACH LOWE NZ,CASH,Fixed Win,TAB,16,Error
6/19/2025 17:41,redcliffe,Harness,8,7,ZACH LOWE NZ,CASH,Fixed Win,Sportsbet,17,Success
6/19/2025 17:41,redcliffe,Harness,8,7,ZACH LOWE NZ,CASH,Fixed Win,Dabble,17,Success
6/19/2025 17:40,redcliffe,Harness,8,8,MISTERPRESIDENT,CASH,Fixed Win,Sportsbet,4,Success
6/19/2025 17:40,redcliffe,Harness,8,8,MISTERPRESIDENT,CASH,Fixed Win,PlayUp,4,Success
6/19/2025 17:40,redcliffe,Harness,8,8,MISTERPRESIDENT,CASH,Fixed Win,Dabble,4,Success
6/19/2025 17:40,redcliffe,Harness,8,8,MISTERPRESIDENT,CASH,Fixed Win,Betr,4,Success
6/19/2025 17:35,casino,Greyhounds,7,1,ROYAL CAROL,CASH,Fixed Win,Tabtouch,2.6,Error
6/19/2025 17:35,casino,Greyhounds,7,1,ROYAL CAROL,CASH,Fixed Win,TAB,2.6,Error
6/19/2025 17:35,casino,Greyhounds,7,1,ROYAL CAROL,CASH,Fixed Win,Sportsbet,2.5,Error
6/19/2025 17:35,casino,Greyhounds,7,1,ROYAL CAROL,CASH,Fixed Win,PlayUp,2.7,Success
6/19/2025 17:35,casino,Greyhounds,7,1,ROYAL CAROL,CASH,Fixed Win,Dabble,2.65,Error
6/19/2025 17:35,casino,Greyhounds,7,1,ROYAL CAROL,CASH,Fixed Win,Betr,2.6,Error
6/19/2025 17:33,warragul,Greyhounds,10,3,DONITA BALE,CASH,Fixed Win,TAB,6,Success
6/19/2025 17:30,warragul,Greyhounds,10,8,HOOKED ON YUKI,CASH,Fixed Win,TAB,3.3,Success
6/19/2025 17:29,warragul,Greyhounds,10,8,HOOKED ON YUKI,CASH,Fixed Win,Tabtouch,2.8,Error
6/19/2025 17:29,warragul,Greyhounds,10,8,HOOKED ON YUKI,CASH,Fixed Win,PlayUp,3.2,Success
6/19/2025 17:29,warragul,Greyhounds,10,8,HOOKED ON YUKI,CASH,Fixed Win,Dabble,3.2,Success
6/19/2025 17:29,warragul,Greyhounds,10,8,HOOKED ON YUKI,CASH,Fixed Win,Betr,3.2,Success
6/19/2025 17:29,warragul,Greyhounds,10,8,HOOKED ON YUKI,CASH,Fixed Win,Sportsbet,3.3,Success
6/19/2025 17:23,kilmore,Harness,2,3,SCATTERSHOT,CASH,Fixed Win,Tabtouch,10,Success
6/19/2025 17:22,kilmore,Harness,2,3,SCATTERSHOT,CASH,Fixed Win,Dabble,10,Success
6/19/2025 17:22,kilmore,Harness,2,3,SCATTERSHOT,CASH,Fixed Win,Betr,10,Success
6/19/2025 17:21,kilmore,Harness,2,3,SCATTERSHOT,CASH,Fixed Win,TAB,11,Success
6/19/2025 17:21,kilmore,Harness,2,3,SCATTERSHOT,CASH,Fixed Win,Sportsbet,12,Success
6/19/2025 17:21,kilmore,Harness,2,3,SCATTERSHOT,CASH,Fixed Win,BetRight,10,Error
6/19/2025 17:16,redcliffe,Harness,7,5,BEV THE GOAT NZ,CASH,Fixed Win,TAB,17,Error
6/19/2025 17:16,redcliffe,Harness,7,5,BEV THE GOAT NZ,CASH,Fixed Win,BetRight,17,Error
6/19/2025 17:15,redcliffe,Harness,7,4,HASTY BID,CASH,Fixed Win,TAB,11,Error
6/19/2025 17:15,redcliffe,Harness,7,4,HASTY BID,CASH,Fixed Win,Tabtouch,10,Error
6/19/2025 17:14,redcliffe,Harness,7,4,HASTY BID,CASH,Fixed Win,Dabble,12,Success
6/19/2025 17:14,redcliffe,Harness,7,4,HASTY BID,CASH,Fixed Win,Betr,12,Success
6/19/2025 17:14,redcliffe,Harness,7,4,HASTY BID,CASH,Fixed Win,BetRight,12,Success
6/19/2025 17:14,redcliffe,Harness,7,4,HASTY BID,CASH,Fixed Win,Sportsbet,13,Success
6/19/2025 17:12,casino,Greyhounds,6,7,MCKEON,CASH,Fixed Win,BetRight,1.5,Error
6/19/2025 17:11,warragul,Greyhounds,9,7,RHOSWEN,CASH,Fixed Win,Tabtouch,3.6,Error
6/19/2025 17:10,warragul,Greyhounds,9,7,RHOSWEN,CASH,Fixed Win,TAB,3.7,Error
6/19/2025 17:10,warragul,Greyhounds,9,7,RHOSWEN,CASH,Fixed Win,Sportsbet,3.8,Error
6/19/2025 17:10,warragul,Greyhounds,9,7,RHOSWEN,CASH,Fixed Win,Dabble,4,Success
6/19/2025 17:10,warragul,Greyhounds,9,7,RHOSWEN,CASH,Fixed Win,Betr,3.8,Error
6/19/2025 17:10,warragul,Greyhounds,9,7,RHOSWEN,CASH,Fixed Win,PlayUp,4.2,Success
6/19/2025 17:10,casino,Greyhounds,6,7,MCKEON,CASH,Fixed Win,TAB,1.5,Success
6/19/2025 16:57,tamworth,Harness,7,8,RACING PAULA,CASH,Fixed Win,TAB,23,Success
6/19/2025 16:57,casino,Greyhounds,5,4,BOKARM RHONDA,CASH,Fixed Win,BetRight,12,Success
6/19/2025 16:56,tamworth,Harness,7,8,RACING PAULA,CASH,Fixed Win,BetRight,26,Success
6/19/2025 16:52,kilmore,Harness,1,10,BETTORSWEETVICTORY,CASH,Fixed Win,TAB,3.7,Error
6/19/2025 16:51,kilmore,Harness,1,3,VERY TEMPTING,CASH,Fixed Win,Tabtouch,14,Error
6/19/2025 16:51,kilmore,Harness,1,3,VERY TEMPTING,CASH,Fixed Win,TAB,13,Error
6/19/2025 16:50,warragul,Greyhounds,8,2,MIGHTY HERCULES,CASH,Fixed Win,Tabtouch,14,Error
6/19/2025 16:50,warragul,Greyhounds,8,2,MIGHTY HERCULES,CASH,Fixed Win,TAB,15,Success
6/19/2025 16:50,warragul,Greyhounds,8,2,MIGHTY HERCULES,CASH,Fixed Win,Sportsbet,14,Error
6/19/2025 16:50,warragul,Greyhounds,8,2,MIGHTY HERCULES,CASH,Fixed Win,Dabble,15,Success
6/19/2025 16:50,warragul,Greyhounds,8,2,MIGHTY HERCULES,CASH,Fixed Win,BetRight,15,Error
6/19/2025 16:50,warragul,Greyhounds,8,2,MIGHTY HERCULES,CASH,Fixed Win,Betr,15,Success
6/19/2025 16:49,kilmore,Harness,1,12,TOPHUT JOHNY,CASH,Fixed Win,Betr,4.8,Success
6/19/2025 16:49,kilmore,Harness,1,7,THE MAJORS GIRL,CASH,Fixed Win,Tabtouch,4.8,Error
6/19/2025 16:49,kilmore,Harness,1,7,THE MAJORS GIRL,CASH,Fixed Win,TAB,7,Success
